"","age","job_admin.","job_blue-collar","job_entrepreneur","job_housemaid","job_management","job_retired","job_self-employed","job_services","job_student","job_technician","job_unemployed","job_unknown","marital_divorced","marital_married","marital_single","marital_unknown","education_Basic","education_high.school","education_illiterate","education_professional.course","education_university.degree","education_unknown","default_no","default_unknown","default_yes","housing_no","housing_unknown","housing_yes","loan_no","loan_unknown","loan_yes","contact_cellular","contact_telephone","month_apr","month_aug","month_dec","month_jul","month_jun","month_mar","month_may","month_nov","month_oct","month_sep","day_of_week_fri","day_of_week_mon","day_of_week_thu","day_of_week_tue","day_of_week_wed","duration","campaign","pdays","previous","poutcome_failure","poutcome_nonexistent","poutcome_success","emp_var_rate","cons_price_idx","cons_conf_idx","euribor3m","nr_employed","y","logit_Predictions"
"5786",46,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,290,1,999,0,0,1,0,1.1,93.994,-36.4,4.857,5191,0,0
"5788",28,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,184,1,999,0,0,1,0,1.4,93.918,-42.7,4.962,5228.1,0,0
"5791",52,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,116,6,999,0,0,1,0,1.4,93.918,-42.7,4.96,5228.1,0,0
"5795",52,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,247,5,999,0,0,1,0,-1.8,93.075,-47.1,1.406,5099.1,1,0
"5798",25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,680,2,999,0,0,1,0,1.4,94.465,-41.8,4.962,5228.1,0,0
"5804",43,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,94,1,999,0,0,1,0,1.4,93.444,-36.1,4.964,5228.1,0,0
"5810",41,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,85,4,999,0,0,1,0,1.4,94.465,-41.8,4.961,5228.1,0,0
"5812",48,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,496,2,6,2,0,0,1,-1.7,94.215,-40.3,0.896,4991.6,1,1
"5818",54,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,263,1,999,0,0,1,0,-1.8,93.075,-47.1,1.405,5099.1,0,0
"5823",48,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,335,3,999,0,0,1,0,1.4,93.444,-36.1,4.968,5228.1,0,0
"5824",53,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,68,1,999,0,0,1,0,1.4,94.465,-41.8,4.961,5228.1,0,0
"5838",25,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,132,3,999,0,0,1,0,1.4,93.918,-42.7,4.96,5228.1,0,0
"5844",39,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,6,4,999,0,0,1,0,-1.8,92.893,-46.2,1.354,5099.1,0,0
"5849",48,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,165,3,999,0,0,1,0,1.4,93.444,-36.1,4.963,5228.1,0,0
"5857",40,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,63,3,999,0,0,1,0,1.1,93.994,-36.4,4.857,5191,0,0
"5859",28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,212,2,999,0,0,1,0,1.1,93.994,-36.4,4.857,5191,0,0
"5860",37,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,161,1,999,0,0,1,0,-2.9,92.201,-31.4,0.883,5076.2,0,0
"5866",43,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,722,2,11,1,0,0,1,-1.8,92.893,-46.2,1.266,5099.1,1,1
"5867",50,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,110,2,999,0,0,1,0,1.4,93.918,-42.7,4.961,5228.1,0,0
"5868",34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,291,1,999,1,1,0,0,-1.8,92.893,-46.2,1.313,5099.1,0,0
"5872",48,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,321,2,999,0,0,1,0,1.4,94.465,-41.8,4.962,5228.1,0,0
"5874",33,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,58,1,999,0,0,1,0,1.4,93.444,-36.1,4.966,5228.1,0,0
"5878",55,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,286,2,999,0,0,1,0,-0.1,93.2,-42,4.191,5195.8,0,0
"5880",42,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,29,27,999,0,0,1,0,1.4,94.465,-41.8,4.959,5228.1,0,0
"5883",46,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1368,2,999,0,0,1,0,1.4,93.918,-42.7,4.962,5228.1,0,1
"5886",28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,489,2,999,0,0,1,0,1.1,93.994,-36.4,4.859,5191,0,0
"5892",29,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,188,1,999,0,0,1,0,1.4,93.918,-42.7,4.957,5228.1,0,0
"5894",43,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,385,1,999,0,0,1,0,1.4,93.918,-42.7,4.96,5228.1,0,0
"5900",36,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,61,2,999,0,0,1,0,1.1,93.994,-36.4,4.857,5191,0,0
"5901",54,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,365,2,999,0,0,1,0,1.4,93.444,-36.1,4.97,5228.1,0,0
"5905",38,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,55,1,999,1,1,0,0,-1.8,92.893,-46.2,1.344,5099.1,0,0
"5906",46,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,358,3,999,0,0,1,0,1.1,93.994,-36.4,4.858,5191,0,0
"5909",48,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,282,4,999,0,0,1,0,-1.8,92.893,-46.2,1.334,5099.1,0,0
"5910",49,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,286,1,999,0,0,1,0,1.1,93.994,-36.4,4.857,5191,0,0
"5914",49,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,197,1,999,0,0,1,0,1.4,93.444,-36.1,4.968,5228.1,0,0
"5916",36,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,68,1,999,0,0,1,0,1.4,94.465,-41.8,4.959,5228.1,0,0
"5918",36,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,163,2,999,1,1,0,0,-0.1,93.2,-42,4.153,5195.8,0,0
"5922",29,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,53,2,999,0,0,1,0,-1.8,92.893,-46.2,1.291,5099.1,0,0
"5928",28,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,134,2,999,0,0,1,0,1.4,93.918,-42.7,4.956,5228.1,0,0
"5932",33,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,248,2,999,0,0,1,0,1.4,94.465,-41.8,4.967,5228.1,0,0
"5934",47,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,136,1,999,0,0,1,0,1.1,93.994,-36.4,4.857,5191,0,0
"5936",36,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,94,1,999,0,0,1,0,-0.1,93.2,-42,4.12,5195.8,0,0
"5945",28,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,324,1,999,1,1,0,0,-3.4,92.431,-26.9,0.739,5017.5,1,0
"5950",49,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,39,1,999,0,0,1,0,1.4,93.918,-42.7,4.963,5228.1,0,0
"5962",51,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,486,2,999,0,0,1,0,-0.1,93.2,-42,4.076,5195.8,0,0
"5967",37,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,159,3,999,0,0,1,0,-1.8,92.843,-50,1.687,5099.1,1,0
"5969",42,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,54,2,999,0,0,1,0,-1.8,93.075,-47.1,1.405,5099.1,0,0
"5974",36,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,120,2,999,0,0,1,0,1.1,93.994,-36.4,4.857,5191,0,0
"5977",48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,544,1,999,0,0,1,0,-1.8,92.843,-50,1.51,5099.1,0,1
"5978",53,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,212,3,999,1,1,0,0,-3.4,92.649,-30.1,0.714,5017.5,1,0
"5980",35,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,227,3,999,0,0,1,0,1.4,93.444,-36.1,4.967,5228.1,0,0
"5984",29,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,170,2,999,0,0,1,0,1.1,93.994,-36.4,4.864,5191,0,0
"5997",38,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,431,4,999,0,0,1,0,1.4,93.444,-36.1,4.963,5228.1,0,0
"6002",33,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,67,1,999,0,0,1,0,1.4,93.444,-36.1,4.964,5228.1,0,0
"6017",32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,175,2,999,0,0,1,0,1.1,93.994,-36.4,4.858,5191,0,0
"6019",55,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,348,1,999,0,0,1,0,1.4,93.444,-36.1,4.966,5228.1,0,0
"6023",42,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1205,1,999,0,0,1,0,1.1,93.994,-36.4,4.857,5191,1,1
"6027",41,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,128,1,999,0,0,1,0,1.1,93.994,-36.4,4.858,5191,0,0
"6030",34,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,290,4,999,0,0,1,0,-1.8,92.893,-46.2,1.266,5099.1,0,0
"6034",32,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,97,1,999,1,1,0,0,-1.8,92.893,-46.2,1.266,5099.1,0,0
"6038",30,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,426,3,999,0,0,1,0,-1.8,93.075,-47.1,1.41,5099.1,1,0
"6041",31,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,289,2,999,0,0,1,0,1.4,93.918,-42.7,4.961,5228.1,0,0
"6045",54,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,203,1,999,0,0,1,0,1.4,93.918,-42.7,4.962,5228.1,0,0
"6053",32,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,126,3,999,0,0,1,0,1.4,93.444,-36.1,4.963,5228.1,0,0
"6060",37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,95,1,999,0,0,1,0,-0.1,93.2,-42,4.153,5195.8,0,0
"6063",33,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,336,1,999,0,0,1,0,-0.1,93.2,-42,4.021,5195.8,0,0
"6064",39,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,264,1,999,0,0,1,0,-1.8,92.893,-46.2,1.313,5099.1,0,0
"6065",51,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,324,1,999,1,1,0,0,-0.1,93.2,-42,4.191,5195.8,0,0
"6072",27,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,239,8,999,0,0,1,0,1.4,93.918,-42.7,4.963,5228.1,0,0
"6074",34,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,239,8,999,0,0,1,0,1.4,94.465,-41.8,4.864,5228.1,0,0
"6077",24,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,61,14,999,0,0,1,0,1.4,93.918,-42.7,4.957,5228.1,0,0
"6081",35,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,110,2,999,0,0,1,0,1.1,93.994,-36.4,4.857,5191,0,0
"6084",45,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,72,2,999,0,0,1,0,-0.1,93.2,-42,4.153,5195.8,0,0
"6085",72,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,999,1,1,0,0,-1.1,94.199,-37.5,0.886,4963.6,0,0
"6089",33,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,148,1,999,0,0,1,0,1.1,93.994,-36.4,4.86,5191,0,0
"6095",34,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,53,1,999,0,0,1,0,1.1,93.994,-36.4,4.856,5191,0,0
"6100",30,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,12,1,999,0,0,1,0,-1.7,94.055,-39.8,0.761,4991.6,0,0
"6101",38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,510,2,999,0,0,1,0,-1.8,93.075,-47.1,1.365,5099.1,0,0
"6103",41,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,219,1,999,0,0,1,0,-1.8,93.075,-47.1,1.405,5099.1,0,0
"6106",41,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,121,1,999,0,0,1,0,1.1,93.994,-36.4,4.864,5191,0,0
"6109",38,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,107,1,999,0,0,1,0,1.1,93.994,-36.4,4.864,5191,0,0
"6115",51,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,246,1,999,0,0,1,0,1.4,93.444,-36.1,4.964,5228.1,0,0
"6117",57,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,23,7,999,0,0,1,0,1.4,93.444,-36.1,4.962,5228.1,0,0
"6118",35,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1262,3,999,0,0,1,0,-1.8,92.893,-46.2,1.327,5099.1,1,1
"6119",43,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,74,2,999,0,0,1,0,1.4,93.918,-42.7,4.962,5228.1,0,0
"6121",51,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,583,3,999,0,0,1,0,-1.8,93.075,-47.1,1.466,5099.1,0,0
"6130",41,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,67,2,999,0,0,1,0,1.4,94.465,-41.8,4.866,5228.1,0,0
"6131",38,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,350,2,999,2,1,0,0,-1.8,92.843,-50,1.687,5099.1,1,0
"6135",51,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,236,3,999,0,0,1,0,1.4,93.444,-36.1,4.965,5228.1,0,0
"6136",31,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,150,5,999,0,0,1,0,1.4,93.444,-36.1,4.964,5228.1,0,0
"6138",58,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,554,2,999,0,0,1,0,-0.1,93.2,-42,4.076,5195.8,0,0
"6140",40,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,81,1,999,0,0,1,0,1.1,93.994,-36.4,4.856,5191,0,0
"6144",38,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,339,2,999,0,0,1,0,1.4,93.444,-36.1,4.968,5228.1,0,0
"6145",50,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,223,2,999,0,0,1,0,-0.1,93.2,-42,4.191,5195.8,0,0
"6150",34,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,283,1,999,0,0,1,0,1.4,94.465,-41.8,4.866,5228.1,0,0
"6152",46,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,151,1,999,0,0,1,0,1.4,93.444,-36.1,4.965,5228.1,0,0
