"","price","speed","hd","ram","screen","ads","trend","pc_cluster_2$cluster"
"1532",1539,25,120,4,14,283,10,9
"1533",2645,66,340,8,17,283,10,2
"1534",2090,25,426,8,14,283,10,9
"1535",2999,66,340,4,15,283,10,4
"1536",1899,25,120,4,14,283,10,9
"1537",1649,25,120,4,14,283,10,9
"1538",1699,66,170,4,14,283,10,4
"1539",1395,25,107,2,14,283,10,9
"1540",1769,33,170,4,14,283,10,9
"1541",1894,25,214,4,14,283,10,9
"1542",1599,33,212,4,14,283,10,9
"1543",2565,33,340,8,17,283,10,2
"1544",2899,50,240,4,14,283,10,4
"1545",1694,33,107,2,14,283,10,9
"1546",2375,66,340,8,15,283,10,4
"1547",2344,66,214,4,14,283,10,4
"1548",1594,25,107,2,14,283,10,9
"1549",1995,25,426,8,14,283,10,9
"1550",2749,33,340,4,15,283,10,9
"1551",2225,66,340,8,15,283,10,4
"1552",1999,33,340,8,14,283,10,9
"1553",1994,50,240,4,15,283,10,9
"1554",1994,33,214,4,14,283,10,9
"1555",2364,33,212,4,14,283,10,9
"1556",2795,33,528,16,14,283,10,5
"1557",1595,33,212,4,14,283,10,9
"1558",2590,25,528,16,14,283,10,5
"1559",2165,33,340,8,15,283,10,9
"1560",2495,66,426,8,14,283,10,4
"1561",2390,33,340,8,14,283,10,9
"1562",2090,25,426,8,15,283,10,9
"1563",2374,33,120,4,14,283,10,9
"1564",2244,33,214,4,14,283,10,9
"1565",2498,50,340,8,15,283,10,4
"1566",2329,33,340,8,17,283,10,2
"1567",2595,33,528,16,14,283,10,5
"1568",2290,66,214,4,15,283,10,4
"1569",2495,66,340,8,15,283,10,4
"1570",2190,50,214,4,14,283,10,9
"1571",2459,33,340,4,14,283,10,9
"1572",1395,25,107,4,14,283,10,9
"1573",2390,33,426,8,15,283,10,9
"1574",1599,25,120,4,14,283,10,9
"1575",2644,50,426,8,14,283,10,4
"1576",1695,25,214,4,14,283,10,9
"1577",2095,66,340,4,15,283,10,4
"1578",2144,66,107,2,14,283,10,4
"1579",2699,66,245,8,15,283,10,4
"1580",2595,33,340,8,17,283,10,2
"1581",1990,66,107,2,14,283,10,4
"1582",1499,25,120,4,14,283,10,9
"1583",1944,25,214,4,14,283,10,9
"1584",1999,66,170,4,14,283,10,4
"1585",2244,50,214,4,14,283,10,9
"1586",2294,33,426,8,14,283,10,9
"1587",3015,66,340,8,17,283,10,2
"1588",2699,66,245,8,15,283,10,4
"1589",2499,33,250,8,15,283,10,9
"1590",3144,66,528,16,14,283,10,7
"1591",1799,33,230,4,14,283,10,9
"1592",2290,66,214,4,14,283,10,4
"1593",1949,50,340,4,14,283,10,9
"1594",2395,50,340,4,17,283,10,2
"1595",1929,66,210,4,15,283,10,4
"1596",1799,33,120,4,14,283,10,9
"1597",3899,66,540,16,17,283,10,7
"1598",3334,66,528,16,15,283,10,7
"1599",2795,66,545,8,14,283,10,4
"1600",1469,33,170,4,14,283,10,9
"1601",2439,50,340,8,17,283,10,2
"1602",1644,25,107,2,14,283,10,9
"1603",2444,33,426,8,14,283,10,9
"1604",2249,33,230,4,15,283,10,9
"1605",3044,50,528,16,14,283,10,5
"1606",2494,33,426,8,14,283,10,9
"1607",1789,33,120,4,14,283,10,9
"1608",2990,50,528,16,15,283,10,7
"1609",1944,33,107,2,14,283,10,9
"1610",2090,33,214,4,14,283,10,9
"1611",3135,33,1370,8,14,283,10,5
"1612",1995,33,340,8,15,283,10,9
"1613",1790,25,214,4,15,283,10,9
"1614",3315,66,545,8,17,283,10,2
"1615",1790,25,214,4,14,283,10,9
"1616",1925,33,250,4,15,283,10,9
"1617",2705,66,545,8,15,283,10,4
"1618",3144,50,528,16,14,283,10,5
"1619",1890,50,107,2,15,283,10,9
"1620",2694,66,426,8,14,283,10,4
"1621",2044,33,170,4,15,283,10,9
"1622",1925,66,340,4,14,283,10,4
"1623",2559,66,340,8,17,283,10,2
"1624",1295,25,170,4,14,283,10,9
"1625",2590,25,528,16,15,283,10,5
"1626",2095,50,214,4,14,283,10,9
"1627",2104,33,120,4,14,283,10,9
"1628",2644,66,426,8,14,283,10,4
"1629",2644,25,528,16,14,283,10,5
"1630",1990,66,107,2,15,283,10,4
"1631",2149,66,340,4,14,283,10,4
"1632",2449,50,230,4,15,283,10,4
"1633",2294,50,214,4,14,283,10,9
"1634",1944,33,214,4,14,283,10,9
"1635",1544,25,170,4,15,283,10,9
"1636",1699,33,210,4,15,283,10,9
"1637",1995,33,340,8,14,283,10,9
"1638",3319,66,527,4,15,283,10,7
"1639",3244,66,528,16,14,283,10,7
"1640",2299,66,120,4,14,283,10,4
"1641",1590,33,107,2,15,283,10,9
"1642",2774,33,340,4,14,283,10,9
"1643",3589,66,527,8,15,283,10,7
"1644",2495,25,528,16,14,283,10,5
"1645",1809,50,210,4,15,283,10,9
"1646",1519,50,130,4,14,283,10,9
"1647",1299,25,170,4,14,283,10,9
"1648",1395,25,170,4,14,283,10,9
"1649",1785,33,340,4,15,283,10,9
"1650",2194,33,214,4,14,283,10,9
"1651",999,33,80,2,14,283,10,9
"1652",3065,33,545,8,17,283,10,2
"1653",1845,50,240,4,14,283,10,9
"1654",3044,33,528,16,14,283,10,5
"1655",2690,33,528,16,14,283,10,5
"1656",2099,33,120,4,14,283,10,9
"1657",1699,25,212,4,14,283,10,9
"1658",1964,25,120,4,14,283,10,9
"1659",3194,66,528,16,14,283,10,7
"1660",1490,25,107,2,15,283,10,9
"1661",2244,25,426,8,14,283,10,9
"1662",2059,33,120,4,14,283,10,9
"1663",3094,50,528,16,14,283,10,5
"1664",1795,50,107,2,14,283,10,9
"1665",2844,33,528,16,14,283,10,5
"1666",2994,33,528,16,14,283,10,5
"1667",2475,33,545,8,15,283,10,5
"1668",2049,33,212,4,14,283,10,9
"1669",3090,66,528,16,14,283,10,7
"1670",2744,33,528,16,14,283,10,5
"1671",2729,66,245,4,15,283,10,4
"1672",1944,50,107,2,14,283,10,9
"1673",2344,33,426,8,14,283,10,9
"1674",1685,33,340,4,14,283,10,9
"1675",1695,33,107,2,14,283,10,9
"1676",1495,33,107,2,14,283,10,9
"1677",2195,50,340,8,14,283,10,4
"1678",2195,66,214,4,14,283,10,4
"1679",2890,33,528,16,15,283,10,5
"1680",2199,50,230,8,15,283,10,4
"1681",2395,66,340,8,15,283,10,4
"1682",2295,50,340,8,15,283,10,4
"1683",1490,25,107,2,14,283,10,9
"1684",1895,33,170,4,14,283,10,9
"1685",1890,33,214,4,14,283,10,9
"1686",1795,33,214,4,14,283,10,9
"1687",1799,33,170,4,14,283,10,9
"1688",1899,50,340,4,14,283,10,9
"1689",2875,33,1370,4,15,283,10,5
"1690",2044,33,214,4,14,283,10,9
"1691",2394,66,214,4,14,283,10,4
"1692",2244,33,426,8,14,283,10,9
"1693",2094,66,107,2,14,283,10,4
"1694",2344,50,214,4,14,283,10,9
"1695",1895,66,107,2,14,283,10,4
"1696",2690,66,340,8,15,283,10,4
"1697",1895,25,170,4,17,283,10,2
"1698",1844,25,214,4,14,283,10,9
"1699",2799,66,340,16,15,283,10,7
"1700",1894,33,107,2,14,283,10,9
"1701",4999,66,525,8,17,283,10,7
"1702",1544,25,107,2,14,283,10,9
"1703",1690,25,170,4,14,283,10,9
"1704",3649,66,450,8,15,283,10,7
"1705",2545,33,545,8,14,283,10,5
"1706",1890,50,107,2,14,283,10,9
"1707",2834,66,426,8,15,283,10,4
"1708",2490,50,340,8,15,283,10,4
"1709",2044,66,107,2,14,283,10,4
"1710",2794,33,528,16,14,283,10,5
"1711",1279,33,130,4,14,283,10,9
"1712",2815,50,340,8,17,283,10,2
"1713",3595,66,340,16,17,283,10,2
"1714",2315,33,545,4,15,283,10,9
"1715",1449,25,120,4,14,283,10,9
"1716",1369,33,130,4,14,283,10,9
"1717",1479,50,130,4,14,283,10,9
"1718",2649,50,340,8,15,283,10,4
"1719",2095,33,250,4,15,283,10,9
"1720",1999,33,170,4,14,283,10,9
"1721",2390,33,426,8,14,283,10,9
"1722",1599,66,130,4,14,283,10,9
"1723",2595,66,340,4,17,283,10,2
"1724",1790,33,107,2,14,283,10,9
"1725",2190,50,340,4,14,283,10,9
"1726",1879,50,170,4,14,283,10,9
"1727",2194,25,426,8,14,283,10,9
"1728",1399,33,212,4,14,283,10,9
"1729",1995,66,340,4,14,283,10,4
"1730",2095,33,340,8,15,283,10,9
"1731",2674,33,245,8,14,283,10,9
"1732",2044,50,107,2,14,283,10,9
"1733",2995,66,528,16,14,283,10,7
"1734",1995,33,212,4,17,283,10,2
"1735",2390,66,340,4,14,283,10,4
"1736",1395,25,170,4,15,283,10,9
"1737",2995,66,424,16,15,283,10,7
"1738",2999,66,450,16,15,283,10,7
"1739",2944,33,528,16,14,283,10,5
"1740",3515,66,424,16,17,283,10,2
"1741",2690,33,528,16,15,283,10,5
"1742",1990,33,212,4,14,283,10,9
"1743",1994,50,107,2,14,283,10,9
"1744",2799,66,450,8,15,283,10,4
"1745",2990,50,528,16,14,283,10,5
"1746",2359,33,245,8,14,283,10,9
"1747",2345,66,250,4,15,283,10,4
"1748",2175,66,250,4,15,283,10,4
"1749",2544,50,426,8,14,283,10,4
"1750",1899,33,120,4,14,283,10,9
"1751",2490,50,426,8,15,283,10,4
"1752",3190,66,424,16,15,283,10,7
"1753",1590,33,107,2,14,283,10,9
"1754",2565,66,545,4,15,283,10,4
"1755",2895,50,528,16,14,283,10,5
"1756",3198,66,450,16,15,283,10,7
"1757",3199,66,340,16,15,283,10,7
"1758",2024,25,120,4,14,283,10,9
"1759",1789,33,250,4,14,283,10,9
"1760",2145,33,340,8,15,283,10,9
"1761",1854,25,120,4,14,283,10,9
"1762",1790,33,107,2,15,283,10,9
"1763",2415,33,340,8,17,283,10,2
"1764",3249,66,450,4,15,283,10,4
"1765",1895,50,340,4,15,283,10,9
"1766",2590,66,426,8,14,283,10,4
"1767",2190,33,426,8,15,283,10,9
"1768",2795,66,340,8,17,283,10,2
"1769",2890,33,528,16,14,283,10,5
"1770",2490,50,426,8,14,283,10,4
"1771",2144,33,214,4,14,283,10,9
"1772",1539,25,212,4,14,283,10,9
"1773",2694,25,528,16,14,283,10,5
"1774",2699,33,240,4,14,283,10,9
"1775",2594,50,426,8,14,283,10,4
"1776",3044,66,245,4,15,283,10,4
"1777",1579,50,170,4,14,283,10,9
"1778",2999,66,424,8,15,283,10,4
"1779",1695,33,212,4,15,283,10,9
"1780",1890,33,214,4,15,283,10,9
"1781",2444,66,214,4,14,283,10,4
"1782",1795,50,340,4,14,283,10,9
"1783",1744,33,107,2,14,283,10,9
"1784",1449,25,212,4,14,283,10,9
"1785",3125,66,1370,4,15,283,10,7
"1786",1495,33,212,4,15,283,10,9
"1787",3090,66,528,16,15,283,10,7
"1788",1499,33,212,4,14,283,10,9
"1789",2995,66,340,16,15,259,11,7
"1790",3199,66,340,16,15,259,11,7
"1791",3334,66,528,16,15,259,11,7
"1792",3595,66,452,8,14,259,11,7
"1793",1899,33,120,4,14,259,11,9
"1794",2090,33,214,4,15,259,11,9
"1795",3244,66,528,16,14,259,11,7
"1796",1644,25,107,2,14,259,11,9
"1797",3044,33,528,16,14,259,11,5
"1798",1295,25,212,4,14,259,11,9
"1799",1798,25,120,4,14,259,11,9
"1800",1690,25,212,4,14,259,11,9
"1801",3708,66,527,8,15,259,11,7
"1802",2495,66,424,8,15,259,11,4
"1803",2790,50,426,8,14,259,11,4
"1804",1890,33,214,4,15,259,11,9
"1805",1795,33,214,8,14,259,11,9
"1806",3395,33,452,8,14,259,11,5
"1807",2095,33,212,4,17,259,11,2
"1808",2890,33,528,16,15,259,11,5
"1809",2344,50,214,4,14,259,11,9
"1810",2390,25,426,8,14,259,11,9
"1811",1964,25,120,4,14,259,11,9
"1812",3015,66,424,8,17,259,11,2
"1813",2190,50,107,2,14,259,11,9
"1814",3515,66,424,16,17,259,11,2
"1815",1899,25,120,4,14,259,11,9
"1816",2690,33,528,16,15,259,11,5
"1817",2490,50,426,8,15,259,11,4
"1818",3544,66,340,16,17,259,11,2
"1819",1925,66,340,4,15,259,11,4
"1820",2545,66,340,8,17,259,11,2
"1821",2995,66,528,8,15,259,11,7
"1822",2125,66,340,8,15,259,11,4
"1823",2395,50,426,8,14,259,11,4
"1824",1825,66,340,4,14,259,11,4
"1825",2390,33,214,4,14,259,11,9
"1826",2244,50,214,4,14,259,11,9
"1827",2475,33,340,8,17,259,11,2
"1828",2699,66,245,8,15,259,11,4
"1829",2144,25,426,8,14,259,11,9
"1830",2644,50,426,8,14,259,11,4
"1831",2799,50,230,8,15,259,11,4
"1832",2099,33,120,4,14,259,11,9
"1833",1995,33,424,8,14,259,11,9
"1834",2705,66,340,8,17,259,11,2
"1835",2799,66,450,8,15,259,11,4
"1836",3205,66,1370,8,14,259,11,7
"1837",3899,66,527,16,17,259,11,7
"1838",2729,66,245,4,15,259,11,4
"1839",2444,66,214,4,14,259,11,4
"1840",2395,50,424,4,17,259,11,2
"1841",2095,33,212,4,17,259,11,2
"1842",2995,66,424,16,15,259,11,7
"1843",2329,33,340,8,17,259,11,2
"1844",2390,33,424,8,14,259,11,9
"1845",1649,25,120,4,14,259,11,9
"1846",2290,66,107,2,14,259,11,4
"1847",1828,25,120,4,14,259,11,9
"1848",2395,66,340,8,15,259,11,4
"1849",2944,33,528,16,14,259,11,5
"1850",1890,33,212,4,14,259,11,9
"1851",2605,66,545,8,15,259,11,4
"1852",2095,33,426,8,14,259,11,9
"1853",2024,25,120,4,14,259,11,9
"1854",3090,66,528,16,15,259,11,7
"1855",2590,66,426,8,15,259,11,4
"1856",1790,33,107,2,15,259,11,9
"1857",3714,66,527,4,15,259,11,7
"1858",2499,66,424,8,15,259,11,4
"1859",3144,66,528,16,14,259,11,7
"1860",2899,50,240,4,14,259,11,4
"1861",2390,66,424,4,14,259,11,4
"1862",2375,33,545,8,15,259,11,5
"1863",1945,33,340,4,15,259,11,9
"1864",2090,25,214,4,14,259,11,9
"1865",2168,33,212,4,14,259,11,9
"1866",2890,66,426,8,14,259,11,4
"1867",2595,33,424,8,17,259,11,2
"1868",3198,66,450,16,15,259,11,7
"1869",2890,25,528,16,14,259,11,5
"1870",1744,33,107,2,14,259,11,9
"1871",2685,66,545,8,14,259,11,4
"1872",2044,66,107,2,14,259,11,4
"1873",1999,50,245,4,15,259,11,9
"1874",2095,50,214,4,14,259,11,9
"1875",2285,66,340,8,15,259,11,4
"1876",2364,33,212,4,14,259,11,9
"1877",1844,25,214,4,14,259,11,9
"1878",1349,33,212,4,14,259,11,9
"1879",3044,50,528,16,14,259,11,5
"1880",2149,66,245,4,15,259,11,4
"1881",1890,33,107,2,14,259,11,9
"1882",1818,25,212,4,14,259,11,9
"1883",2999,66,340,8,15,259,11,4
"1884",1990,66,107,2,15,259,11,4
"1885",2990,50,528,16,15,259,11,7
"1886",1529,33,245,4,14,259,11,9
"1887",2144,33,214,4,14,259,11,9
"1888",1799,33,120,4,14,259,11,9
"1889",1799,33,230,4,14,259,11,9
"1890",2439,50,340,8,17,259,11,2
"1891",2055,33,340,8,15,259,11,9
"1892",1695,25,214,4,14,259,11,9
"1893",1644,33,107,2,14,259,11,9
"1894",2065,33,340,8,15,259,11,9
"1895",2295,50,424,8,15,259,11,4
"1896",2490,33,426,8,14,259,11,9
"1897",3144,50,528,16,14,259,11,5
"1898",2844,33,528,16,14,259,11,5
"1899",1944,33,107,2,14,259,11,9
"1900",1899,66,245,4,15,259,11,4
"1901",2185,25,528,8,14,259,11,9
"1902",1795,33,214,4,14,259,11,9
"1903",1844,33,107,2,14,259,11,9
"1904",2190,50,214,4,15,259,11,4
"1905",2595,33,528,16,14,259,11,5
"1906",1595,33,340,4,14,259,11,9
"1907",1495,33,107,4,14,259,11,9
"1908",1795,50,424,4,14,259,11,9
"1909",2374,33,120,4,14,259,11,9
"1910",2498,50,320,8,15,259,11,4
"1911",2175,66,340,4,15,259,11,4
"1912",1908,33,120,4,14,259,11,9
"1913",1999,33,340,8,14,259,11,9
"1914",1599,25,120,4,14,259,11,9
"1915",2090,25,426,8,15,259,11,9
"1916",1670,25,212,4,14,259,11,9
"1917",2478,33,245,8,14,259,11,9
"1918",2590,66,214,4,14,259,11,4
"1919",1749,50,245,4,15,259,11,9
"1920",1995,33,214,4,14,259,11,9
"1921",1929,33,245,4,15,259,11,9
"1922",3390,66,528,16,14,259,11,7
"1923",2044,50,107,2,14,259,11,9
"1924",3290,50,528,16,14,259,11,7
"1925",2175,33,425,8,15,259,11,9
"1926",1449,25,120,4,14,259,11,9
"1927",2795,33,528,16,14,259,11,5
"1928",1795,50,107,2,14,259,11,9
"1929",2359,33,245,8,14,259,11,9
"1930",2049,33,212,4,14,259,11,9
"1931",2895,50,528,16,14,259,11,5
"1932",2608,33,340,4,14,259,11,9
"1933",1944,25,214,4,14,259,11,9
"1934",2495,66,426,8,14,259,11,4
"1935",2405,66,425,8,15,259,11,4
"1936",2104,33,120,4,14,259,11,9
"1937",2190,33,214,4,14,259,11,9
"1938",2195,66,214,4,14,259,11,4
"1939",3589,66,527,8,15,259,11,7
"1940",2344,66,214,4,14,259,11,4
"1941",1695,33,340,4,15,259,11,9
"1942",1890,33,212,4,14,259,11,9
"1943",1854,25,120,4,14,259,11,9
"1944",2299,66,120,4,14,259,11,4
"1945",3044,66,245,4,15,259,11,4
"1946",2944,66,340,8,17,259,11,2
"1947",2145,33,340,4,15,259,11,9
"1948",1944,50,107,2,14,259,11,9
"1949",2144,66,107,2,14,259,11,4
"1950",1395,25,107,4,14,259,11,9
"1951",2244,33,214,4,14,259,11,9
"1952",2744,33,528,16,14,259,11,5
"1953",2674,33,245,8,14,259,11,9
"1954",1495,33,107,2,14,259,11,9
"1955",3205,66,545,8,17,259,11,2
"1956",2390,33,426,8,15,259,11,9
"1957",1395,25,107,2,14,259,11,9
"1958",2815,50,424,8,17,259,11,2
"1959",1599,50,245,4,14,259,11,9
"1960",2190,50,424,4,14,259,11,4
"1961",3678,66,527,8,15,259,11,7
"1962",1695,33,107,2,14,259,11,9
"1963",1895,25,212,4,17,259,11,2
"1964",1275,25,212,4,14,259,11,9
"1965",3399,66,527,4,15,259,11,7
"1966",1789,33,120,4,14,259,11,9
"1967",2699,33,240,4,14,259,11,9
"1968",2544,33,426,8,14,259,11,9
"1969",2744,66,426,8,14,259,11,4
"1970",1790,25,214,4,15,259,11,9
"1971",1490,25,107,2,15,259,11,9
"1972",2315,33,340,8,17,259,11,2
"1973",2285,33,528,8,14,259,11,9
"1974",3904,66,527,8,15,259,11,7
"1975",1699,25,212,4,14,259,11,9
"1976",1695,25,214,8,14,259,11,9
"1977",2138,33,212,4,14,259,11,9
"1978",1895,66,107,2,14,259,11,4
"1979",2490,50,214,4,14,259,11,4
"1980",1995,66,424,4,14,259,11,4
"1981",2644,25,528,16,14,259,11,5
"1982",1699,33,245,4,15,259,11,9
"1983",1544,25,107,2,14,259,11,9
"1984",2744,50,340,8,17,259,11,2
"1985",2495,25,528,16,14,259,11,5
"1986",1995,25,426,8,14,259,11,9
"1987",1539,25,120,4,14,259,11,9
"1988",1878,33,120,4,14,259,11,9
"1989",2090,33,107,2,14,259,11,9
"1990",1299,25,120,4,14,259,11,9
"1991",2044,33,214,4,14,259,11,9
"1992",5399,66,1200,32,17,259,11,7
"1993",1395,25,107,4,14,259,11,9
"1994",3365,66,450,16,15,259,11,7
"1995",1395,25,240,4,14,259,11,9
"1996",2014,25,212,4,14,259,11,9
"1997",2590,25,528,16,15,259,11,5
"1998",2295,66,340,8,15,259,11,4
"1999",1788,25,212,4,14,259,11,9
"2000",2975,33,545,8,17,259,11,2
"2001",3495,50,452,8,14,259,11,7
"2002",2578,33,340,4,14,259,11,9
"2003",1494,25,240,4,15,259,11,9
"2004",2999,66,450,16,15,259,11,7
"2005",2190,33,426,8,15,259,11,9
"2006",1590,33,107,2,15,259,11,9
"2007",2690,33,426,8,14,259,11,5
"2008",2489,33,340,4,14,259,11,9
"2009",2544,50,426,8,14,259,11,4
"2010",2848,66,245,4,15,259,11,4
"2011",2799,66,340,16,15,259,11,7
"2012",2059,33,120,4,14,259,11,9
"2013",1749,33,212,4,14,259,11,9
"2014",1495,33,212,4,14,259,11,9
"2015",2744,25,528,16,14,259,11,5
"2016",2699,66,245,8,15,259,11,4
"2017",1749,66,245,4,14,259,11,4
"2018",2818,66,245,4,15,259,11,4
"2019",1495,33,212,4,14,259,11,9
"2020",1790,25,107,2,14,259,11,9
"2021",1944,33,214,4,14,259,11,9
"2022",2344,33,426,8,14,259,11,9
"2023",1890,50,107,2,15,259,11,9
"2024",2644,66,426,8,14,259,11,4
"2025",1709,25,120,4,14,259,11,9
"2026",2244,25,426,8,14,259,11,9
"2027",2804,33,340,4,14,259,11,9
"2028",1795,50,340,4,14,259,11,9
"2029",2244,33,426,8,14,259,11,9
"2030",2995,66,528,16,14,259,11,7
"2031",2585,50,528,8,14,259,11,4
"2032",2595,66,424,4,17,259,11,2
"2033",2559,66,340,8,17,259,11,2
"2034",2375,66,340,4,15,259,11,4
"2035",2290,66,214,4,15,259,11,4
"2036",1895,33,340,8,15,259,11,9
"2037",2195,50,340,8,15,259,11,4
"2038",2295,33,426,8,14,259,11,9
"2039",2990,33,528,16,14,259,11,5
"2040",2455,33,545,8,14,259,11,5
"2041",1894,50,340,4,15,259,11,9
"2042",2448,33,245,8,14,259,11,9
"2043",2975,33,1370,8,14,259,11,5
"2044",2485,33,528,8,14,259,11,5
"2045",2685,66,528,8,14,259,11,4
"2046",3190,33,528,16,14,259,11,5
"2047",2444,33,426,8,14,259,11,9
"2048",2069,33,340,4,14,275,12,9
"2049",1709,25,170,4,14,275,12,9
"2050",1994,33,120,4,14,275,12,9
"2051",3090,66,528,16,15,275,12,7
"2052",1425,25,120,4,14,275,12,9
"2053",2995,66,528,16,14,275,12,7
"2054",1804,25,120,4,14,275,12,9
"2055",3015,66,424,8,17,275,12,2
"2056",1574,25,212,4,14,275,12,9
"2057",1535,33,340,4,14,275,12,9
"2058",1914,25,212,4,14,275,12,9
"2059",2214,25,120,4,14,275,12,9
"2060",2299,66,120,4,14,275,12,4
"2061",1999,33,250,4,14,275,12,9
"2062",3795,33,1000,16,14,275,12,5
"2063",1895,33,340,8,14,275,12,9
"2064",1795,50,424,4,14,275,12,9
"2065",1794,33,212,4,14,275,12,9
"2066",3899,66,527,16,17,275,12,7
"2067",1299,25,212,4,14,275,12,9
"2068",3144,66,528,16,14,275,12,7
"2069",1595,33,107,2,14,275,12,9
"2070",2890,66,426,8,14,275,12,4
"2071",2199,50,340,8,15,275,12,4
"2072",2449,25,245,4,14,275,12,9
"2073",3127,66,424,16,15,275,12,7
"2074",2995,66,528,8,15,275,12,7
"2075",2943,33,340,8,14,275,12,5
"2076",3190,50,528,16,14,275,12,5
"2077",2444,33,426,8,14,275,12,9
"2078",1995,33,424,8,14,275,12,9
"2079",1844,50,107,2,14,275,12,9
"2080",1494,33,240,4,15,275,12,9
"2081",2544,50,426,8,14,275,12,4
"2082",2290,66,214,4,15,275,12,4
"2083",1349,33,212,4,14,275,12,9
"2084",2095,33,426,8,14,275,12,9
"2085",2743,33,340,4,14,275,12,9
"2086",2135,33,540,8,15,275,12,9
"2087",2999,66,450,16,15,275,12,7
"2088",2495,25,528,16,14,275,12,5
"2089",1489,25,120,4,14,275,12,9
"2090",2644,66,426,8,14,275,12,4
"2091",2374,33,212,4,14,275,12,9
"2092",1590,33,107,2,15,275,12,9
"2093",1944,25,214,4,14,275,12,9
"2094",2654,33,340,4,14,275,12,9
"2095",1999,33,230,8,15,275,12,9
"2096",1990,33,214,4,15,275,12,9
"2097",5399,66,1200,32,17,275,12,7
"2098",2244,33,426,8,14,275,12,9
"2099",2134,25,245,4,14,275,12,9
"2100",1995,66,340,8,15,275,12,4
"2101",1499,33,170,4,14,275,12,9
"2102",2944,50,528,16,14,275,12,5
"2103",2785,33,1060,8,14,275,12,5
"2104",2854,33,340,8,14,275,12,9
"2105",2344,33,426,8,14,275,12,9
"2106",2320,33,528,8,14,275,12,9
"2107",3099,66,450,16,15,275,12,7
"2108",1644,33,107,2,14,275,12,9
"2109",2090,50,214,4,15,275,12,9
"2110",2744,25,528,16,14,275,12,5
"2111",3334,66,528,16,15,275,12,7
"2112",2844,33,528,16,14,275,12,5
"2113",2024,25,170,4,14,275,12,9
"2114",1799,25,424,4,14,275,12,9
"2115",2099,66,245,4,15,275,12,4
"2116",1890,33,214,4,15,275,12,9
"2117",1520,33,424,4,14,275,12,9
"2118",2290,33,214,4,14,275,12,9
"2119",2290,33,426,8,15,275,12,9
"2120",2969,33,340,4,14,275,12,9
"2121",2195,66,214,4,14,275,12,4
"2122",2944,66,340,8,17,275,12,2
"2123",2244,25,426,8,14,275,12,9
"2124",2190,33,214,4,14,275,12,9
"2125",1995,66,424,4,14,275,12,4
"2126",2490,33,426,8,14,275,12,9
"2127",2944,33,528,16,14,275,12,5
"2128",2185,33,340,8,17,275,12,2
"2129",1899,33,245,4,15,275,12,9
"2130",1790,25,107,2,14,275,12,9
"2131",1895,33,340,8,15,275,12,9
"2132",2444,66,214,4,14,275,12,4
"2133",2627,66,424,8,15,275,12,4
"2134",2995,66,340,16,15,275,12,7
"2135",2179,33,340,4,14,275,12,9
"2136",2444,50,426,8,14,275,12,4
"2137",3544,66,340,16,17,275,12,2
"2138",1649,33,245,4,15,275,12,9
"2139",1499,25,120,4,14,275,12,9
"2140",1798,25,170,4,14,275,12,9
"2141",2223,25,245,4,14,275,12,9
"2142",2999,66,340,8,15,275,12,4
"2143",3169,33,340,8,14,275,12,5
"2144",1999,33,340,8,14,275,12,9
"2145",1949,50,245,4,15,275,12,9
"2146",2059,33,212,4,14,275,12,9
"2147",2595,33,528,16,14,275,12,5
"2148",1275,25,212,4,14,275,12,9
"2149",3995,66,1000,16,14,275,12,7
"2150",2595,66,424,4,17,275,12,2
"2151",1695,25,214,4,14,275,12,9
"2152",2785,33,540,8,17,275,12,2
"2153",2295,50,426,8,14,275,12,4
"2154",1569,50,245,4,14,275,12,9
"2155",2559,66,340,8,17,275,12,2
"2156",2495,66,424,8,15,275,12,4
"2157",2268,33,340,4,14,275,12,9
"2158",1495,33,212,4,14,275,12,9
"2159",2895,66,520,8,14,275,12,4
"2160",2595,33,424,8,17,275,12,2
"2161",2349,66,340,4,14,275,12,4
"2162",2795,66,340,8,15,275,12,4
"2163",1988,25,120,4,14,275,12,9
"2164",1490,25,107,2,15,275,12,9
"2165",2320,33,424,4,17,275,12,2
"2166",1495,33,212,4,14,275,12,9
"2167",2390,50,426,8,15,275,12,4
"2168",1295,33,212,4,14,275,12,9
"2169",2144,25,426,8,14,275,12,9
"2170",1944,33,214,4,14,275,12,9
"2171",2495,66,540,8,14,275,12,4
"2172",2329,33,340,8,17,275,12,2
"2173",1995,25,426,8,14,275,12,9
"2174",1544,25,107,2,14,275,12,9
"2175",1790,50,107,2,15,275,12,9
"2176",1594,33,212,4,14,275,12,9
"2177",2344,33,426,8,14,275,12,9
"2178",1795,33,340,8,15,275,12,9
"2179",2985,66,540,8,17,275,12,2
"2180",2590,66,214,4,14,275,12,4
"2181",2335,66,540,8,15,275,12,4
"2182",2044,66,107,2,14,275,12,4
"2183",2195,33,426,8,14,275,12,9
"2184",2244,50,214,4,14,275,12,9
"2185",1575,33,120,4,14,275,12,9
"2186",2494,33,340,4,14,275,12,9
"2187",2844,33,528,16,14,275,12,5
"2188",1975,66,340,4,15,275,12,4
"2189",3515,66,424,16,17,275,12,2
"2190",1890,33,107,2,14,275,12,9
"2191",1844,25,214,4,14,275,12,9
"2192",1695,50,107,2,14,275,12,9
"2193",2427,50,424,8,15,275,12,4
"2194",2144,66,107,2,14,275,12,4
"2195",1894,50,340,4,15,275,12,9
